year,month,day,hour,map_mm,mat_degc,ptps
1979,01,31,18,0.0,-4.222222222222223,1.0
1979,02,01,00,0.0,-10.99074074074074,1.0
1979,02,01,06,0.0,-13.87962962962963,1.0
1979,02,01,12,0.0,-10.36111111111111,1.0
1979,02,01,18,0.0,-3.416666666666668,1.0
1979,02,02,00,0.0,-8.268518518518517,1.0
1979,02,02,06,0.0,-12.083333333333334,1.0
1979,02,02,12,0.0,-10.5,1.0
1979,02,02,18,0.0,-3.1203703703703685,1.0
1979,02,03,00,0.5334,-6.4629629629629655,1.0
1979,02,03,06,7.086600000000001,-8.537037037037038,1.0
1979,02,03,12,3.6067999999999993,-4.6388888888888875,1.0
1979,02,03,18,6.324599999999999,-2.564814814814813,1.0
1979,02,04,00,11.2014,-2.129629629629629,1.0
1979,02,04,06,6.223,-2.0555555555555554,1.0
1979,02,04,12,11.176,-1.0370370370370354,0.9933333333333333
1979,02,04,18,2.7432,0.4351851851851841,0.7399999999999999
1979,02,05,00,0.7366,-0.47222222222222104,0.9233333333333333
1979,02,05,06,2.9972,1.3425925925925912,0.25
1979,02,05,12,7.2898000000000005,0.12962962962963015,0.7966666666666667
1979,02,05,18,2.032,1.8796296296296293,0.18333333333333335
1979,02,06,00,8.128,-0.203703703703702,0.8583333333333334
1979,02,06,06,11.9888,1.3333333333333326,0.2916666666666667
1979,02,06,12,6.858,1.9537037037037033,0.12166666666666666
1979,02,06,18,2.9972,3.2037037037037073,0.021666666666666667
1979,02,07,00,8.762999999999998,1.5277777777777777,0.2416666666666667
1979,02,07,06,62.306200000000004,2.4907407407407414,0.03666666666666667
1979,02,07,12,2.4638,0.5925925925925944,0.6266666666666666
1979,02,07,18,0.4826,1.3703703703703713,0.37166666666666665
1979,02,08,00,2.8194,-0.0370370370370369,0.785
1979,02,08,06,0.1524,1.314814814814815,0.32666666666666666
1979,02,08,12,0.0,3.037037037037038,0.09000000000000001
1979,02,08,18,0.254,5.777777777777777,0.0
1979,02,09,00,4.0386,1.990740740740742,0.145
1979,02,09,06,7.7978,1.555555555555558,0.25833333333333336
1979,02,09,12,13.4874,2.666666666666669,0.028333333333333335
1979,02,09,18,12.2174,3.8981481481481475,0.0
1979,02,10,00,3.0479999999999996,2.018518518518518,0.21833333333333335
1979,02,10,06,3.9115999999999995,1.5648148148148167,0.2916666666666667
1979,02,10,12,4.0386,2.5833333333333326,0.11666666666666668
1979,02,10,18,12.090399999999999,3.8981481481481515,0.0
1979,02,11,00,10.3378,2.8518518518518516,0.028333333333333332
1979,02,11,06,8.991599999999998,1.1574074074074088,0.4116666666666666
1979,02,11,12,5.5626,1.4722222222222214,0.33666666666666667
1979,02,11,18,4.0386,2.9537037037037055,0.015
1979,02,12,00,7.492999999999999,2.999999999999999,0.015
1979,02,12,06,1.0667999999999997,3.64814814814815,0.018333333333333337
1979,02,12,12,0.4826,3.231481481481483,0.22666666666666666
