year,month,day,hour,flow_cfs
2021,10,6,12,272.42248223297
2021,10,6,18,272.42248223297
2021,10,7,0,371.905959513406
2021,10,7,6,343.271360806834
2021,10,7,12,308.647448333522
2021,10,7,18,289.851610133724
2021,10,8,0,280.553202076158
2021,10,8,6,259.29220816342
2021,10,8,12,238.429616701995
2021,10,8,18,230.481962811929
2021,10,9,0,223.039222360483
2021,10,9,6,205.157868357369
2021,10,9,12,193.599678590757
2021,10,9,18,190.710131149104
2021,10,10,0,590.025421875705
2021,10,10,6,1183.77354983304
2021,10,10,12,691.969447766041
2021,10,10,18,564.982830602133
2021,10,11,0,464.522921319371
2021,10,11,6,396.190447211538
2021,10,11,12,332.100816044965
2021,10,11,18,336.956091133342
2021,10,12,0,316.982370053109
2021,10,12,6,296.37255205311
2021,10,12,12,278.410579201406
2021,10,12,18,273.421142298155
2021,10,13,0,338.60908275466
2021,10,13,6,321.216871850313
2021,10,13,12,301.570579994025
2021,10,13,18,301.570579994025
2021,10,14,0,300.674853620798
2021,10,14,6,285.526487525225
2021,10,14,12,295.615762702794
2021,10,14,18,350.097848661671
2021,10,15,0,508.844948572828
2021,10,15,6,647.173591577726
2021,10,15,12,1267.33833342669
2021,10,15,18,1973.72363402517
2021,10,16,0,1394.68393338434
2021,10,16,6,1545.87803046107
2021,10,16,12,1117.02154459123
2021,10,16,18,878.657125700777
2021,10,17,0,722.202665099136
2021,10,17,6,620.668133849058
2021,10,17,12,547.476136932895
2021,10,17,18,495.753792445474
2021,10,18,0,462.001208457733
2021,10,18,6,428.709046278834
2021,10,18,12,371.283816061346
2021,10,18,18,376.234266942163
2021,10,19,0,361.544532957133
2021,10,19,6,341.991545296066
2021,10,19,12,322.280217036926
2021,10,19,18,317.352384972142
2021,10,20,0,315.207172467996
2021,10,20,6,302.953584626476
2021,10,20,12,400.259868430344
2021,10,20,18,977.075468298635
2021,10,21,0,644.214984709899
2021,10,21,6,477.654799793475
2021,10,21,12,387.313650536762
2021,10,21,18,373.858585753847
2021,10,22,0,422.130943303367
2021,10,22,6,1285.47107035687
2021,10,22,12,738.65145350506
2021,10,22,18,635.813767876511
2021,10,23,0,1257.99647270432
2021,10,23,6,778.256332805493
2021,10,23,12,640.025889265831
2021,10,23,18,627.717699087642
2021,10,24,0,610.003685698884
2021,10,24,6,572.365194067876
2021,10,24,12,535.472409919854
2021,10,24,18,977.131740149026
2021,10,25,0,852.057625085071
2021,10,25,6,738.913825137022
2021,10,25,12,799.046122630932
2021,10,25,18,1039.57531260657
2021,10,26,0,1416.87185627719
2021,10,26,6,1294.69383154062
2021,10,26,12,1070.41615993516
2021,10,26,18,913.421789811333
2021,10,27,0,1866.06457785296
2021,10,27,6,1323.54578884423
2021,10,27,12,1087.19832655062
2021,10,27,18,832.88845712269
2021,10,28,0,766.670279378289
2021,10,28,6,1103.56190469021
2021,10,28,12,5383.73190886253
2021,10,28,18,11654.4388065415
2021,10,29,0,6629.8644768121
2021,10,29,6,3404.45197581034
2021,10,29,12,2060.35665029561
2021,10,29,18,1547.47817082288
2021,10,30,0,1185.56193320499
2021,10,30,6,928.482567725896
2021,10,30,12,752.090263627657
2021,10,30,18,682.308692775606
2021,10,31,0,608.675017650113
2021,10,31,6,564.262046123567
2021,10,31,12,512.07026873343
2021,10,31,18,472.680248061627
2021,11,1,0,445.299856635081
2021,11,1,6,417.479596027138
2021,11,1,12,398.503250753177
2021,11,1,18,388.515700608987
2021,11,2,0,481.703049050844
2021,11,2,6,420.061496300685
2021,11,2,12,380.938121645229
2021,11,2,18,380.938121645229
2021,11,3,0,938.421470460377
2021,11,3,6,780.280996706766
2021,11,3,12,588.196516650126
2021,11,3,18,534.452672489201
2021,11,4,0,663.718159076521
2021,11,4,6,2459.78374076248
2021,11,4,12,2114.74620246548
2021,11,4,18,3695.24073272916
2021,11,5,0,2796.74048809011
2021,11,5,6,1519.47504796208
2021,11,5,12,1373.89660025314
2021,11,5,18,1164.62758167153
2021,11,6,0,847.261052947753
2021,11,6,6,726.76930634345
2021,11,6,12,644.271168866626
2021,11,6,18,624.628755181668
2021,11,7,0,577.400485951576
2021,11,7,6,538.584339920304
2021,11,7,12,492.958410571623
2021,11,7,18,498.909618747538
2021,11,8,0,465.694775739842
2021,11,8,6,428.588725106449
2021,11,8,12,389.986045477924
2021,11,8,18,371.179611812745
2021,11,9,0,354.796459374177
2021,11,9,6,365.212895974494
2021,11,9,12,495.931172948971
2021,11,9,18,458.012894131947
2021,11,10,0,438.889614602557
2021,11,10,6,406.236766271201
2021,11,10,12,387.547907774463
2021,11,10,18,368.859049277725
2021,11,11,0,379.822938572297
2021,11,11,6,391.964296615029
2021,11,11,12,403.425240960498
2021,11,11,18,526.057345457012
2021,11,12,0,1929.28329606911
2021,11,12,6,3340.51140132378
2021,11,12,12,4078.02690551214
2021,11,12,18,4370.86394393988
2021,11,13,0,2331.91220129072
2021,11,13,6,1361.06420544011
2021,11,13,12,928.834356415209
2021,11,13,18,796.406487777793
2021,11,14,0,1975.47770027438
2021,11,14,6,4561.95154940979
2021,11,14,12,12078.9260882718
2021,11,14,18,10892.6029903165
2021,11,15,0,15277.5610430522
2021,11,15,6,14705.126601444
2021,11,15,12,14705.126601444
2021,11,15,18,12404.3244801296
2021,11,16,0,5893.28359126972
2021,11,16,6,3190.30247561022
2021,11,16,12,2322.89304675768
2021,11,16,18,1881.83740496824
2021,11,17,0,1476.65055407794
2021,11,17,6,1141.069545511
2021,11,17,12,954.114648223889
2021,11,17,18,831.626956897849
2021,11,18,0,829.727144611016
2021,11,18,6,823.347354442573
2021,11,18,12,722.283321070681
2021,11,18,18,690.758760202384
2021,11,19,0,665.493983986449
2021,11,19,6,667.729862146686
2021,11,19,12,652.713448455232
2021,11,19,18,601.657641904286
2021,11,20,0,586.304110982248
2021,11,20,6,558.057878975423
2021,11,20,12,538.127240440587
2021,11,20,18,519.193133832492
