year,month,day,flow_cfs,Source
2010,11,12,3190,USGS_12210700
2010,11,13,2910,USGS_12210700
2010,11,14,3260,USGS_12210700
2010,11,15,5040,USGS_12210700
2010,11,16,10000,USGS_12210700
2010,11,17,6340,USGS_12210700
2010,11,18,5470,USGS_12210700
2010,11,19,4370,USGS_12210700
2010,11,20,3730,USGS_12210700
2010,11,21,3270,USGS_12210700
2010,11,22,2880,USGS_12210700
2010,11,23,2530,USGS_12210700
2010,11,24,2350,USGS_12210700
2010,11,25,2320,USGS_12210700
2010,11,26,2390,USGS_12210700
2010,11,27,2590,USGS_12210700
2010,11,28,2310,USGS_12210700
2010,11,29,2150,USGS_12210700
2010,11,30,2980,USGS_12210700
2010,12,1,3900,USGS_12210700
2010,12,2,3050,USGS_12210700
2010,12,3,2670,USGS_12210700
2010,12,4,2400,USGS_12210700
2010,12,5,2230,USGS_12210700
2010,12,6,2150,USGS_12210700
2010,12,7,2200,USGS_12210700
2010,12,8,4970,USGS_12210700
2010,12,9,8870,USGS_12210700
2010,12,10,7330,USGS_12210700
2010,12,11,5360,USGS_12210700
2010,12,12,28200,USGS_12210700
2010,12,13,24300,USGS_12210700
2010,12,14,12400,USGS_12210700
2010,12,15,8950,USGS_12210700
2010,12,16,7010,USGS_12210700
2010,12,17,5940,USGS_12210700
2010,12,18,5260,USGS_12210700
2010,12,19,4760,USGS_12210700
2010,12,20,4350,USGS_12210700
2010,12,21,4000,USGS_12210700
2010,12,22,3760,USGS_12210700
2010,12,23,3630,USGS_12210700
2010,12,24,3960,USGS_12210700
2010,12,25,5720,USGS_12210700
2010,12,26,5270,USGS_12210700
2010,12,27,4680,USGS_12210700
2010,12,28,4450,USGS_12210700
2010,12,29,4150,USGS_12210700
2010,12,30,3730,USGS_12210700
2010,12,31,3450,USGS_12210700
2011,1,1,3320,USGS_12210700
2011,1,2,3180,USGS_12210700
2011,1,3,3050,USGS_12210700
2011,1,4,2940,USGS_12210700
2011,1,5,3010,USGS_12210700
2011,1,6,5150,USGS_12210700
2011,1,7,8710,USGS_12210700
2011,1,8,6920,USGS_12210700
2011,1,9,5080,USGS_12210700
2011,1,10,4330,USGS_12210700
2011,1,11,3930,USGS_12210700
2011,1,12,4170,USGS_12210700
2011,1,13,6150,USGS_12210700
2011,1,14,11700,USGS_12210700
2011,1,15,9790,USGS_12210700
2011,1,16,16600,USGS_12210700
2011,1,17,31000,USGS_12210700
2011,1,18,12500,USGS_12210700
2011,1,19,8020,USGS_12210700
2011,1,20,6390,USGS_12210700
2011,1,21,6970,USGS_12210700
2011,1,22,6800,USGS_12210700
2011,1,23,5450,USGS_12210700
2011,1,24,5980,USGS_12210700
2011,1,25,6740,USGS_12210700
2011,1,26,5600,USGS_12210700
2011,1,27,5010,USGS_12210700
2011,1,28,4720,USGS_12210700
2011,1,29,5470,USGS_12210700
2011,1,30,5360,USGS_12210700
2011,1,31,4480,USGS_12210700
2011,2,1,4010,USGS_12210700
2011,2,2,3720,USGS_12210700
2011,2,3,3700,USGS_12210700
2011,2,4,6250,USGS_12210700
2011,2,5,5860,USGS_12210700
2011,2,6,4250,USGS_12210700
2011,2,7,4720,USGS_12210700
2011,2,8,3940,USGS_12210700
2011,2,9,3420,USGS_12210700
2011,2,10,3100,USGS_12210700
2011,2,11,2890,USGS_12210700
2011,2,12,2940,USGS_12210700
2011,2,13,3680,USGS_12210700
2011,2,14,3350,USGS_12210700
2011,2,15,3610,USGS_12210700
2011,2,16,3050,USGS_12210700
2011,2,17,2770,USGS_12210700
2011,2,18,2540,USGS_12210700
2011,2,19,2350,USGS_12210700
2011,2,20,2190,USGS_12210700
2011,2,21,2110,USGS_12210700
2011,2,22,2070,USGS_12210700
2011,2,23,1980,USGS_12210700
2011,2,24,1860,USGS_12210700
2011,2,25,1710,USGS_12210700
2011,2,26,1680,USGS_12210700
2011,2,27,1710,USGS_12210700
2011,2,28,1800,USGS_12210700
2011,3,1,1710,USGS_12210700
2011,3,2,1750,USGS_12210700
2011,3,3,1810,USGS_12210700
2011,3,4,1720,USGS_12210700
2011,3,5,1820,USGS_12210700
2011,3,6,1810,USGS_12210700
2011,3,7,1710,USGS_12210700
2011,3,8,1650,USGS_12210700
2011,3,9,1960,USGS_12210700
2011,3,10,3240,USGS_12210700
2011,3,11,3790,USGS_12210700
2011,3,12,3300,USGS_12210700
2011,3,13,3400,USGS_12210700
2011,3,14,4310,USGS_12210700
2011,3,15,3980,USGS_12210700
2011,3,16,5100,USGS_12210700
2011,3,17,3930,USGS_12210700
2011,3,18,3200,USGS_12210700
2011,3,19,2890,USGS_12210700
2011,3,20,2580,USGS_12210700
2011,3,21,2400,USGS_12210700
2011,3,22,2440,USGS_12210700
2011,3,23,2240,USGS_12210700
2011,3,24,2100,USGS_12210700
2011,3,25,2080,USGS_12210700
2011,3,26,2070,USGS_12210700
2011,3,27,2000,USGS_12210700
2011,3,28,2020,USGS_12210700
2011,3,29,2090,USGS_12210700
2011,3,30,5540,USGS_12210700
2011,3,31,14500,USGS_12210700
2011,4,1,8120,USGS_12210700
2011,4,2,5810,USGS_12210700
2011,4,3,4600,USGS_12210700
2011,4,4,4450,USGS_12210700
2011,4,5,4840,USGS_12210700
2011,4,6,4290,USGS_12210700
2011,4,7,3720,USGS_12210700
2011,4,8,3250,USGS_12210700
2011,4,9,2940,USGS_12210700
2011,4,10,2740,USGS_12210700
2011,4,11,3540,USGS_12210700
2011,4,12,3130,USGS_12210700
2011,4,13,2820,USGS_12210700
2011,4,14,2850,USGS_12210700
2011,4,15,2730,USGS_12210700
2011,4,16,2730,USGS_12210700
2011,4,17,2700,USGS_12210700
2011,4,18,2500,USGS_12210700
2011,4,19,2360,USGS_12210700
2011,4,20,2220,USGS_12210700
2011,4,21,2230,USGS_12210700
2011,4,22,2120,USGS_12210700
2011,4,23,2050,USGS_12210700
2011,4,24,2090,USGS_12210700
2011,4,25,2340,USGS_12210700
2011,4,26,2710,USGS_12210700
2011,4,27,2660,USGS_12210700
2011,4,28,2950,USGS_12210700
2011,4,29,2730,USGS_12210700
2011,4,30,2500,USGS_12210700
2011,5,1,2370,USGS_12210700
2011,5,2,2590,USGS_12210700
2011,5,3,3110,USGS_12210700
2011,5,4,2780,USGS_12210700
2011,5,5,2860,USGS_12210700
2011,5,6,3090,USGS_12210700
2011,5,7,3790,USGS_12210700
2011,5,8,4000,USGS_12210700
2011,5,9,3310,USGS_12210700
2011,5,10,3040,USGS_12210700
2011,5,11,4010,USGS_12210700
2011,5,12,6630,USGS_12210700
2011,5,13,4560,USGS_12210700
2011,5,14,4330,USGS_12210700
2011,5,15,6220,USGS_12210700
2011,5,16,7370,USGS_12210700
2011,5,17,6560,USGS_12210700
2011,5,18,5100,USGS_12210700
2011,5,19,4680,USGS_12210700
2011,5,20,4800,USGS_12210700
2011,5,21,5450,USGS_12210700
2011,5,22,5160,USGS_12210700
2011,5,23,4910,USGS_12210700
2011,5,24,4380,USGS_12210700
2011,5,25,4290,USGS_12210700
2011,5,26,5590,USGS_12210700
2011,5,27,4900,USGS_12210700
2011,5,28,4530,USGS_12210700
2011,5,29,4180,USGS_12210700
2011,5,30,4370,USGS_12210700
2011,5,31,4540,USGS_12210700
2011,6,1,5010,USGS_12210700
2011,6,2,4960,USGS_12210700
2011,6,3,4980,USGS_12210700
2011,6,4,5170,USGS_12210700
2011,6,5,6170,USGS_12210700
2011,6,6,6660,USGS_12210700
2011,6,7,7130,USGS_12210700
2011,6,8,6610,USGS_12210700
2011,6,9,5780,USGS_12210700
2011,6,10,5600,USGS_12210700
2011,6,11,5690,USGS_12210700
2011,6,12,5250,USGS_12210700
2011,6,13,5360,USGS_12210700
2011,6,14,5940,USGS_12210700
2011,6,15,5500,USGS_12210700
2011,6,16,5020,USGS_12210700
2011,6,17,4510,USGS_12210700
2011,6,18,4820,USGS_12210700
2011,6,19,5390,USGS_12210700
2011,6,20,5360,USGS_12210700
2011,6,21,5200,USGS_12210700
2011,6,22,5930,USGS_12210700
2011,6,23,6590,USGS_12210700
2011,6,24,5610,USGS_12210700
2011,6,25,4840,USGS_12210700
2011,6,26,4370,USGS_12210700
2011,6,27,4810,USGS_12210700
2011,6,28,5720,USGS_12210700
2011,6,29,7190,USGS_12210700
2011,6,30,7850,USGS_12210700
2011,7,1,5900,USGS_12210700
2011,7,2,5050,USGS_12210700
2011,7,3,5910,USGS_12210700
2011,7,4,5520,USGS_12210700
2011,7,5,4950,USGS_12210700
2011,7,6,5360,USGS_12210700
2011,7,7,5980,USGS_12210700
2011,7,8,5280,USGS_12210700
2011,7,9,4310,USGS_12210700
2011,7,10,3860,USGS_12210700
2011,7,11,3770,USGS_12210700
2011,7,12,3900,USGS_12210700
2011,7,13,4690,USGS_12210700
