year,month,day,hour,map_mm,mat_degc,ptps
1979,10,1,0,0,4.5,0.155
1979,10,1,6,0,10.306,0.0233333333333333
1979,10,1,12,0,16.37,0
1979,10,1,18,0,7.583,0
1979,10,2,0,0,4.111,0.0733333333333333
1979,10,2,6,0,9.176,0.04
1979,10,2,12,0,18.593,0
1979,10,2,18,0,7.991,0.0783333333333333
1979,10,3,0,0,4,0.44
1979,10,3,6,0,11.241,0.0616666666666667
1979,10,3,12,0,20.139,0
1979,10,3,18,0,8.491,0.05
1979,10,4,0,0,5.093,0.221666666666667
1979,10,4,6,0,11.833,0.0266666666666667
1979,10,4,12,0,18.907,0
1979,10,4,18,0,7.704,0.0266666666666667
1979,10,5,0,0,4.463,0.178333333333333
1979,10,5,6,0,9.602,0.08
1979,10,5,12,0,18.704,0
1979,10,5,18,0,7.75,0.045
1979,10,6,0,0,4.009,0.23
1979,10,6,6,0,9.963,0.035
1979,10,6,12,0,15.954,0
1979,10,6,18,0,8.12,0
1979,10,7,0,0,6.343,0
1979,10,7,6,0,9.259,0
1979,10,7,12,0,15.731,0
1979,10,7,18,0,6.778,0.01
1979,10,8,0,0,3.583,0.2
1979,10,8,6,0,9.12,0.085
1979,10,8,12,0,17.38,0
1979,10,8,18,0,7.917,0
1979,10,9,0,0,4.324,0.201666666666667
1979,10,9,6,0,10.574,0.0266666666666667
1979,10,9,12,0,20.333,0
1979,10,9,18,0,8.019,0.0533333333333333
1979,10,10,0,0,4.639,0.281666666666667
1979,10,10,6,0,11.759,0.0466666666666667
1979,10,10,12,0,20.037,0
1979,10,10,18,0,9.194,0.0316666666666667
1979,10,11,0,0,5.444,0.205
1979,10,11,6,0,10.583,0.0883333333333333
1979,10,11,12,0,19.278,0
1979,10,11,18,0,8.185,0.01
1979,10,12,0,0,7.065,0.0133333333333333
1979,10,12,6,0,11,0.0116666666666667
1979,10,12,12,0,17.102,0
1979,10,12,18,0,8.352,0
1979,10,13,0,0,5.241,0
1979,10,13,6,0.4572,7.815,0
1979,10,13,12,0.508,11.833,0
1979,10,13,18,0,7.009,0
1979,10,14,0,2.0066,6.5,0
1979,10,14,6,2.3876,7.602,0
1979,10,14,12,2.1336,9.843,0
1979,10,14,18,1.1176,7.296,0
1979,10,15,0,2.3876,6.944,0
1979,10,15,6,3.4544,7.12,0
1979,10,15,12,0.2286,10.704,0
1979,10,15,18,0,6.287,0
1979,10,16,0,0,4.398,0
1979,10,16,6,0.2794,7.278,0
1979,10,16,12,2.54,10.194,0
1979,10,16,18,0.0762,5.861,0
1979,10,17,0,0,2.352,0.125
1979,10,17,6,0.1778,4.065,0.113333333333333
1979,10,17,12,0,8.685,0
1979,10,17,18,0.1016,2.917,0.441666666666667
1979,10,18,0,20.1168,1.315,0.671666666666667
1979,10,18,6,8.1026,3.231,0.161666666666667
1979,10,18,12,3.6068,5.907,0
1979,10,18,18,2.8956,1.352,0.313333333333333
1979,10,19,0,0.3556,1.435,0.273333333333333
1979,10,19,6,0.9144,1.889,0.358333333333333
1979,10,19,12,0.3302,5.074,0.0183333333333333
1979,10,19,18,0.3302,1.167,0.518333333333333
1979,10,20,0,0.0254,1.074,0.48
1979,10,20,6,0.5588,3.398,0.0516666666666667
1979,10,20,12,0.5588,6.852,0
1979,10,20,18,0,1.602,0.443333333333333
1979,10,21,0,0.127,0.204,0.753333333333333
1979,10,21,6,0,3,0.321666666666667
1979,10,21,12,0,7.806,0
1979,10,21,18,0,4.352,0.121666666666667
1979,10,22,0,1.905,3.296,0.1
1979,10,22,6,1.016,4.787,0.00833333333333333
1979,10,22,12,1.6764,8.157,0
1979,10,22,18,3.2512,3.694,0.0216666666666667
1979,10,23,0,3.556,2.815,0.0666666666666667
